"time,linear_x,linear_y,linear_z,rotation_x,rotation_y,rotation_z"
"1827.3,-0.016624581,-0.024866104,-0.226789627,0.06974549,-0.191233211,0.079574772"
"1827.4,-0.015888344,-0.040461063,-0.224134121,0.103395023,-0.176736894,0.08347417"
"1827.5,-0.014907967,-0.055369854,-0.219615612,0.136263941,-0.160641367,0.086427546"
"1827.6,-0.013687264,-0.069459915,-0.21325079,0.168102642,-0.143051255,0.088403719"
"1827.7,-0.012237679,-0.082614422,-0.205080185,0.198681465,-0.124094732,0.089390321"
"1827.8,-0.010574471,-0.094731331,-0.195164356,0.227785928,-0.10391814,0.08938958"
"1827.9,-0.008712899,-0.105725288,-0.183588181,0.255218476,-0.08268691,0.08841934"
"1828,-0.006687295,-0.115527153,-0.170462761,0.280806793,-0.060591268,0.086518573"
"1828.1,-0.004531991,-0.124087334,-0.155931625,0.304414728,-0.037852148,0.083753914"
"1828.2,-0.002308022,-0.131377697,-0.140169296,0.3259493,-0.014721285,0.080222126"
"1828.3,-7.26E-05,-0.137392044,-0.1233708,0.345357683,0.008528477,0.076044418"
"1828.4,0.002109397,-0.142147541,-0.105737839,0.362612368,0.031622255,0.071352118"
"1828.5,0.004188407,-0.14567852,-0.087460194,0.37768841,0.054305567,0.066267956"
"1828.6,0.006133903,-0.148034096,-0.068709526,0.390542666,0.076360881,0.060890783"
"1828.7,0.007930625,-0.149272442,-0.04963604,0.401105367,0.097610714,0.055290718"
"1828.8,0.009578575,-0.149458408,-0.030383739,0.40928796,0.117906221,0.049517077"
"1828.9,0.011077751,-0.148663521,-0.011100445,0.415003681,0.137108244,0.043614153"
"1829,0.012420524,-0.146965981,0.008048859,0.418189111,0.155071614,0.037635966"
"1829.1,0.013595451,-0.144452095,0.026882973,0.418815887,0.171641066,0.031652197"
"1829.2,0.014575828,-0.141217232,0.0452145,0.41688892,0.186659025,0.02574369"
"1829.3,0.015342582,-0.137361526,0.062859859,0.412435717,0.199978454,0.019992607"
"1829.4,0.015872825,-0.132987499,0.079646435,0.405496672,0.211471968,0.014474593"
"1829.5,0.016158927,-0.128196239,0.095414486,0.396122557,0.221033339,0.009257077"
"1829.6,0.01618563,-0.123087883,0.110014286,0.384377994,0.228574575,0.004401731"
"1829.7,0.015945304,-0.117757797,0.123309937,0.370344143,0.234025413,-3.44E-05"
"1829.8,0.015426505,-0.112296581,0.135182705,0.354114599,0.237338455,-0.004002645"
"1829.9,0.014636863,-0.106787205,0.145538177,0.33578672,0.238497052,-0.00746954"
